id	effectiveTime	active	moduleId	refsetId	referencedComponentId	sourceEffectiveTime	targetEffectiveTime
33FA8C10-09EA-4FB3-9912-73A0BC9E9965	20230130	1	999000011000230102	900000000000534007	900000000000012004	20230130	20220731
33FA8C10-09EA-4FB3-9912-73A0BC9E9965	20230309	1	999000011000230102	900000000000534007	900000000000012004	20230309	20220731
33FA8C10-09EA-4FB3-9912-73A0BC9E9965	20230413	1	999000011000230102	900000000000534007	900000000000012004	20230413	20220731
33FA8C10-09EA-4FB3-9912-73A0BC9E9965	20230518	1	999000011000230102	900000000000534007	900000000000012004	20230518	20220731
33FA8C10-09EA-4FB3-9912-73A0BC9E9965	20230718	1	999000011000230102	900000000000534007	900000000000012004	20230718	20230131
33FA8C10-09EA-4FB3-9912-73A0BC9E9965	20230818	1	999000011000230102	900000000000534007	900000000000012004	20230818	20230131
33FA8C10-09EA-4FB3-9912-73A0BC9E9965	20231012	1	999000011000230102	900000000000534007	900000000000012004	20231012	20230131
33FA8C10-09EA-4FB3-9912-73A0BC9E9965	20231127	1	999000011000230102	900000000000534007	900000000000012004	20231127	20230131
33FA8C10-09EA-4FB3-9912-73A0BC9E9965	20231229	1	999000011000230102	900000000000534007	900000000000012004	20231229	20230731
33FA8C10-09EA-4FB3-9912-73A0BC9E9965	20240215	1	999000011000230102	900000000000534007	900000000000012004	20240215	20230731
33FA8C10-09EA-4FB3-9912-73A0BC9E9965	20240501	1	999000011000230102	900000000000534007	900000000000012004	20240501	20230731
33FA8C10-09EA-4FB3-9912-73A0BC9E9965	20240531	1	999000011000230102	900000000000534007	900000000000012004	20240531	20240201
33FA8C10-09EA-4FB3-9912-73A0BC9E9965	20241205	1	999000011000230102	900000000000534007	900000000000012004	20241205	20240801
33FA8C10-09EA-4FB3-9912-73A0BC9E9965	20250521	1	999000011000230102	900000000000534007	900000000000012004	20250521	20240801
33FA8C10-09EA-4FB3-9912-73A0BC9E9965	20250627	1	999000011000230102	900000000000534007	900000000000012004	20250627	20250201
33FA8C10-09EA-4FB3-9912-73A0BC9E9965	20250904	1	999000011000230102	900000000000534007	900000000000012004	20250904	20250201
33FA8C10-09EA-4FB3-9912-73A0BC9E9965	20250912	1	999000011000230102	900000000000534007	900000000000012004	20250912	20250201
33FA8C10-09EA-4FB3-9912-73A0BC9E9965	20251211	1	999000011000230102	900000000000534007	900000000000012004	20251211	20250801
3EEAF186-3BF1-4DC6-972B-1C37272199DE	20200427	1	999000011000230102	900000000000534007	999000041000000102	20200427	20200415
3EEAF186-3BF1-4DC6-972B-1C37272199DE	20200507	1	999000011000230102	900000000000534007	999000041000000102	20200507	20200415
3EEAF186-3BF1-4DC6-972B-1C37272199DE	20200521	1	999000011000230102	900000000000534007	999000041000000102	20200521	20200513
3EEAF186-3BF1-4DC6-972B-1C37272199DE	20200608	1	999000011000230102	900000000000534007	999000041000000102	20200608	20200513
3EEAF186-3BF1-4DC6-972B-1C37272199DE	20200618	1	999000011000230102	900000000000534007	999000041000000102	20200618	20200610
3EEAF186-3BF1-4DC6-972B-1C37272199DE	20200715	1	999000011000230102	900000000000534007	999000041000000102	20200715	20200610
3EEAF186-3BF1-4DC6-972B-1C37272199DE	20200812	1	999000011000230102	900000000000534007	999000041000000102	20200812	20200812
3EEAF186-3BF1-4DC6-972B-1C37272199DE	20200909	1	999000011000230102	900000000000534007	999000041000000102	20200909	20200805
