id	effectiveTime	active	moduleId	refsetId	referencedComponentId	owlExpression
0356C9EF-9FBC-4E02-A045-1F4DF8F76C37	20251211	1	999000011000230102	733073007	999036831000230108	SubClassOf(:999036831000230108 :999000051000230103)
037B2763-9218-47BA-80A8-016E7316CAC0	20251211	1	999000011000230102	733073007	999037071000230104	SubClassOf(:999037071000230104 :999000051000230103)
0BAD6DE6-7723-4BBF-8DD7-5F9813B10706	20251211	1	999000011000230102	733073007	999036721000230102	SubClassOf(:999036721000230102 :999000051000230103)
13B7EF52-ED80-459A-ACB8-6D0F2AF5E44F	20251211	1	999000011000230102	733073007	999036881000230107	SubClassOf(:999036881000230107 :999000051000230103)
1488338C-2A78-4FCA-B4FA-AC7C6D06646C	20251211	1	999000011000230102	733073007	999037141000230108	SubClassOf(:999037141000230108 :999000051000230103)
190D0DBB-16D2-40B5-845E-260D597BD011	20251211	1	999000011000230102	733073007	999036951000230106	SubClassOf(:999036951000230106 :999000051000230103)
1AEB2A05-48B5-4B2A-8B89-07F8025D65A0	20251211	1	999000011000230102	733073007	999036931000230102	SubClassOf(:999036931000230102 :999000051000230103)
1E368F95-FE02-4F83-8F57-1BD4F0052968	20251211	1	999000011000230102	733073007	999036821000230106	SubClassOf(:999036821000230106 :999000051000230103)
2104C7C9-F07C-4748-98CF-9798CCFB3C7D	20251211	1	999000011000230102	733073007	999036971000230100	SubClassOf(:999036971000230100 :999000051000230103)
29AEC855-03CD-417A-9CFF-6E63220B8245	20251211	1	999000011000230102	733073007	999036941000230108	SubClassOf(:999036941000230108 :999000051000230103)
30ED8F1C-A7EC-4F79-9E8D-815B02635E5E	20251211	1	999000011000230102	733073007	999036621000230105	SubClassOf(:999036621000230105 :999000051000230103)
33E738B1-FFF1-4DD0-AAFC-41D3C4DE7BC7	20251211	1	999000011000230102	733073007	999037021000230103	SubClassOf(:999037021000230103 :999000051000230103)
3555366B-4242-404C-940B-49B3CF9A9157	20251211	1	999000011000230102	733073007	999037081000230102	SubClassOf(:999037081000230102 :999000051000230103)
37965B7C-68A7-44C7-AAF1-038F43F5B3AD	20251211	1	999000011000230102	733073007	999036741000230106	SubClassOf(:999036741000230106 :999000051000230103)
406FC1B1-C8D5-4869-8703-359114DC2E05	20251211	1	999000011000230102	733073007	999036671000230109	SubClassOf(:999036671000230109 :999000051000230103)
432B4915-12C7-4553-93B4-BF67D79FA785	20251211	1	999000011000230102	733073007	999036981000230103	SubClassOf(:999036981000230103 :999000051000230103)
44F5EE98-DA7A-45B0-86EC-CEA4DDDDD079	20251211	1	999000011000230102	733073007	999036731000230100	SubClassOf(:999036731000230100 :999000051000230103)
47D44EB3-65D0-40C8-BB13-253F52784DC4	20251211	1	999000011000230102	733073007	999036771000230103	SubClassOf(:999036771000230103 :999000051000230103)
4D00AD05-DF22-4B78-BC89-B8BD0ACA305D	20251211	1	999000011000230102	733073007	999037121000230104	SubClassOf(:999037121000230104 :999000051000230103)
4DE04713-3ECC-4BFA-A764-04CBF6184E75	20251211	1	999000011000230102	733073007	999036811000230103	SubClassOf(:999036811000230103 :999000051000230103)
577938EC-EEFE-42A9-902F-CC539B9EF8A1	20251211	1	999000011000230102	733073007	999037041000230107	SubClassOf(:999037041000230107 :999000051000230103)
5C07EBAA-6D85-4C50-875C-137A710A0DAD	20251211	1	999000011000230102	733073007	999037001000230109	SubClassOf(:999037001000230109 :999000051000230103)
65438C22-7A70-42E9-8186-48A97BF903F1	20251211	1	999000011000230102	733073007	999036841000230102	SubClassOf(:999036841000230102 :999000051000230103)
669BB397-D846-45D6-BDEC-B58E69186172	20251211	1	999000011000230102	733073007	999036691000230108	SubClassOf(:999036691000230108 :999000051000230103)
67574E2F-471E-48C6-8655-7B9308EB1B5B	20251211	1	999000011000230102	733073007	999036861000230101	SubClassOf(:999036861000230101 :999000051000230103)
6C72B2A9-5C6C-4356-8631-36708F0F1FA3	20251211	1	999000011000230102	733073007	999036781000230101	SubClassOf(:999036781000230101 :999000051000230103)
73AD8BEA-4BBC-4277-A742-BA89761EEA0B	20251211	1	999000011000230102	733073007	999036661000230100	SubClassOf(:999036661000230100 :999000051000230103)
7D9A4651-C6E0-4BCF-B478-E6C2B4AF7B74	20251211	1	999000011000230102	733073007	999037111000230107	SubClassOf(:999037111000230107 :999000051000230103)
819E15A3-F75A-4D35-9A23-AA8326ADCB2F	20251211	1	999000011000230102	733073007	999036801000230100	SubClassOf(:999036801000230100 :999000051000230103)
886E9416-F74C-455B-92A6-68B04D85E656	20251211	1	999000011000230102	733073007	999036651000230103	SubClassOf(:999036651000230103 :999000051000230103)
8F0549E7-B007-481D-9655-74EF2576DA18	20251211	1	999000011000230102	733073007	999036751000230109	SubClassOf(:999036751000230109 :999000051000230103)
