id	effectiveTime	active	moduleId	definitionStatusId
999011331000230100	20200427	1	999000011000230102	900000000000074008
999011371000230103	20200427	1	999000011000230102	900000000000074008
999011411000230104	20200427	1	999000011000230102	900000000000074008
999011451000230100	20200427	1	999000011000230102	900000000000074008
999011491000230105	20200427	1	999000011000230102	900000000000074008
999011571000230107	20200427	1	999000011000230102	900000000000074008
999011611000230101	20200427	1	999000011000230102	900000000000074008
999011651000230102	20200427	1	999000011000230102	900000000000074008
999011691000230107	20200427	1	999000011000230102	900000000000074008
999011731000230104	20200427	1	999000011000230102	900000000000074008
999011771000230102	20200427	1	999000011000230102	900000000000074008
999011811000230102	20200427	1	999000011000230102	900000000000074008
999011851000230103	20200427	1	999000011000230102	900000000000074008
999011891000230108	20200427	1	999000011000230102	900000000000074008
999011931000230101	20200427	1	999000011000230102	900000000000074008
999011971000230104	20200427	1	999000011000230102	900000000000074008
999012011000230100	20200427	1	999000011000230102	900000000000074008
999012051000230101	20200427	1	999000011000230102	900000000000074008
999012091000230106	20200427	1	999000011000230102	900000000000074008
999012131000230109	20200427	1	999000011000230102	900000000000074008
999012171000230106	20200427	1	999000011000230102	900000000000074008
999012211000230109	20200427	1	999000011000230102	900000000000074008
999012251000230108	20200427	1	999000011000230102	900000000000074008
999012291000230103	20200427	1	999000011000230102	900000000000074008
999012331000230107	20200427	1	999000011000230102	900000000000074008
999012371000230109	20200427	1	999000011000230102	900000000000074008
999012411000230108	20200427	1	999000011000230102	900000000000074008
999012451000230107	20200427	1	999000011000230102	900000000000074008
999012491000230102	20200427	1	999000011000230102	900000000000074008
999012531000230102	20200427	1	999000011000230102	900000000000074008
999012571000230100	20200427	1	999000011000230102	900000000000074008
999012611000230106	20200427	1	999000011000230102	900000000000074008
999012651000230105	20200427	1	999000011000230102	900000000000074008
999012691000230100	20200427	1	999000011000230102	900000000000074008
999012731000230108	20200427	1	999000011000230102	900000000000074008
999012771000230105	20200427	1	999000011000230102	900000000000074008
999012811000230105	20200427	1	999000011000230102	900000000000074008
999012851000230109	20200427	1	999000011000230102	900000000000074008
999012891000230104	20200427	1	999000011000230102	900000000000074008
999012931000230106	20200427	1	999000011000230102	900000000000074008
999012971000230108	20200427	1	999000011000230102	900000000000074008
999013011000230108	20200427	1	999000011000230102	900000000000074008
999013051000230107	20200427	1	999000011000230102	900000000000074008
999013091000230102	20200427	1	999000011000230102	900000000000074008
999013131000230104	20200427	1	999000011000230102	900000000000074008
999013171000230102	20200427	1	999000011000230102	900000000000074008
999013211000230104	20200427	1	999000011000230102	900000000000074008
999013251000230100	20200427	1	999000011000230102	900000000000074008
999013291000230105	20200427	1	999000011000230102	900000000000074008
999013331000230101	20200427	1	999000011000230102	900000000000074008
999013371000230104	20200427	1	999000011000230102	900000000000074008
999013411000230100	20200427	1	999000011000230102	900000000000074008
999013451000230101	20200427	1	999000011000230102	900000000000074008
999013491000230106	20200427	1	999000011000230102	900000000000074008
999013531000230106	20200427	1	999000011000230102	900000000000074008
999013571000230108	20200427	1	999000011000230102	900000000000074008
999013611000230102	20200427	1	999000011000230102	900000000000074008
999013651000230103	20200427	1	999000011000230102	900000000000074008
999013691000230108	20200427	1	999000011000230102	900000000000074008
999013731000230100	20200427	1	999000011000230102	900000000000074008
999013771000230103	20200427	1	999000011000230102	900000000000074008
999013811000230103	20200427	1	999000011000230102	900000000000074008
999013851000230104	20200427	1	999000011000230102	900000000000074008
999013891000230109	20200427	1	999000011000230102	900000000000074008
999013931000230102	20200427	1	999000011000230102	900000000000074008
999013971000230100	20220309	0	999000011000230102	900000000000074008
999014011000230105	20220309	0	999000011000230102	900000000000074008
999014051000230109	20200427	1	999000011000230102	900000000000074008
999014091000230104	20200427	1	999000011000230102	900000000000074008
999014131000230101	20200427	1	999000011000230102	900000000000074008
999014171000230104	20200427	1	999000011000230102	900000000000074008
999014211000230101	20200427	1	999000011000230102	900000000000074008
999014251000230102	20200427	1	999000011000230102	900000000000074008
999014291000230107	20200427	1	999000011000230102	900000000000074008
999014331000230103	20220309	0	999000011000230102	900000000000074008
999014371000230101	20200427	1	999000011000230102	900000000000074008
999014411000230102	20200427	1	999000011000230102	900000000000074008
999014451000230103	20200427	1	999000011000230102	900000000000074008
999014491000230108	20200427	1	999000011000230102	900000000000074008
999014531000230108	20200427	1	999000011000230102	900000000000074008
999014571000230105	20200427	1	999000011000230102	900000000000074008
999014611000230104	20200427	1	999000011000230102	900000000000074008
999014651000230100	20200427	1	999000011000230102	900000000000074008
999014691000230105	20200427	1	999000011000230102	900000000000074008
999014731000230102	20200427	1	999000011000230102	900000000000074008
999014771000230100	20200427	1	999000011000230102	900000000000074008
999014811000230100	20200427	1	999000011000230102	900000000000074008
999014851000230101	20200427	1	999000011000230102	900000000000074008
999014891000230106	20200427	1	999000011000230102	900000000000074008
999014931000230104	20200427	1	999000011000230102	900000000000074008
999014971000230102	20200427	1	999000011000230102	900000000000074008
999015011000230109	20200427	1	999000011000230102	900000000000074008
999015051000230108	20200427	1	999000011000230102	900000000000074008
999015091000230103	20200427	1	999000011000230102	900000000000074008
999015131000230100	20220309	0	999000011000230102	900000000000074008
999015171000230103	20200427	1	999000011000230102	900000000000074008
999015211000230100	20200427	1	999000011000230102	900000000000074008
999015251000230101	20200427	1	999000011000230102	900000000000074008
999015291000230106	20200427	1	999000011000230102	900000000000074008
999015331000230102	20200427	1	999000011000230102	900000000000074008
999015371000230100	20200427	1	999000011000230102	900000000000074008
999015411000230101	20200427	1	999000011000230102	900000000000074008
999015451000230102	20200427	1	999000011000230102	900000000000074008
999015491000230107	20200427	1	999000011000230102	900000000000074008
999015531000230107	20200427	1	999000011000230102	900000000000074008
999015571000230109	20200427	1	999000011000230102	900000000000074008
999015611000230103	20200427	1	999000011000230102	900000000000074008
999015651000230104	20200427	1	999000011000230102	900000000000074008
999015691000230109	20200427	1	999000011000230102	900000000000074008
999015731000230101	20200427	1	999000011000230102	900000000000074008
999015771000230104	20200427	1	999000011000230102	900000000000074008
999015811000230104	20200427	1	999000011000230102	900000000000074008
999015851000230100	20200427	1	999000011000230102	900000000000074008
999015891000230105	20200427	1	999000011000230102	900000000000074008
999015931000230103	20200427	1	999000011000230102	900000000000074008
999015971000230101	20200427	1	999000011000230102	900000000000074008
999016011000230101	20200427	1	999000011000230102	900000000000074008
999016051000230102	20200427	1	999000011000230102	900000000000074008
999016091000230107	20200427	1	999000011000230102	900000000000074008
999016131000230105	20200427	1	999000011000230102	900000000000074008
999016171000230107	20200427	1	999000011000230102	900000000000074008
999016211000230105	20200427	1	999000011000230102	900000000000074008
999016251000230109	20200427	1	999000011000230102	900000000000074008
999016291000230104	20200427	1	999000011000230102	900000000000074008
999016331000230108	20200427	1	999000011000230102	900000000000074008
999016371000230105	20200427	1	999000011000230102	900000000000074008
999016411000230109	20200427	1	999000011000230102	900000000000074008
999016451000230108	20200427	1	999000011000230102	900000000000074008
999016491000230103	20200427	1	999000011000230102	900000000000074008
999016531000230103	20200427	1	999000011000230102	900000000000074008
999016571000230101	20200427	1	999000011000230102	900000000000074008
999016611000230107	20200427	1	999000011000230102	900000000000074008
999016651000230106	20200427	1	999000011000230102	900000000000074008
999016691000230101	20200427	1	999000011000230102	900000000000074008
999016731000230109	20250521	0	999000011000230102	900000000000074008
999016771000230106	20200427	1	999000011000230102	900000000000074008
999016811000230106	20200427	1	999000011000230102	900000000000074008
999016891000230100	20200427	1	999000011000230102	900000000000074008
999016931000230107	20200427	1	999000011000230102	900000000000074008
999016971000230109	20200427	1	999000011000230102	900000000000074008
999017011000230103	20200427	1	999000011000230102	900000000000074008
999017051000230104	20200427	1	999000011000230102	900000000000074008
999017091000230109	20200427	1	999000011000230102	900000000000074008
999017131000230107	20200427	1	999000011000230102	900000000000074008
999017171000230109	20200427	1	999000011000230102	900000000000074008
999017211000230107	20200427	1	999000011000230102	900000000000074008
999017251000230106	20200427	1	999000011000230102	900000000000074008
999017291000230101	20200427	1	999000011000230102	900000000000074008
999017331000230105	20200427	1	999000011000230102	900000000000074008
999017371000230107	20200427	1	999000011000230102	900000000000074008
999017411000230106	20200427	1	999000011000230102	900000000000074008
999017451000230105	20200427	1	999000011000230102	900000000000074008
999017491000230100	20200427	1	999000011000230102	900000000000074008
999017531000230100	20200427	1	999000011000230102	900000000000074008
999017571000230103	20200427	1	999000011000230102	900000000000074008
999017611000230109	20200427	1	999000011000230102	900000000000074008
999017651000230108	20200427	1	999000011000230102	900000000000074008
999017691000230103	20200427	1	999000011000230102	900000000000074008
999017731000230106	20200427	1	999000011000230102	900000000000074008
999017771000230108	20200427	1	999000011000230102	900000000000074008
999017811000230108	20200427	1	999000011000230102	900000000000074008
999017851000230107	20200427	1	999000011000230102	900000000000074008
999017891000230102	20200427	1	999000011000230102	900000000000074008
999017931000230109	20200427	1	999000011000230102	900000000000074008
999017971000230106	20200427	1	999000011000230102	900000000000074008
999018011000230102	20200427	1	999000011000230102	900000000000074008
999018051000230103	20200427	1	999000011000230102	900000000000074008
999018091000230108	20200427	1	999000011000230102	900000000000074008
999018131000230106	20200427	1	999000011000230102	900000000000074008
999018171000230108	20200427	1	999000011000230102	900000000000074008
999018211000230106	20200427	1	999000011000230102	900000000000074008
999018251000230105	20200427	1	999000011000230102	900000000000074008
999018291000230100	20200427	1	999000011000230102	900000000000074008
999018331000230109	20200427	1	999000011000230102	900000000000074008
999018371000230106	20200427	1	999000011000230102	900000000000074008
999018411000230105	20200427	1	999000011000230102	900000000000074008
999018491000230104	20200427	1	999000011000230102	900000000000074008
999018531000230104	20200427	1	999000011000230102	900000000000074008
999018571000230102	20200427	1	999000011000230102	900000000000074008
999018611000230108	20200427	1	999000011000230102	900000000000074008
999018651000230107	20200427	1	999000011000230102	900000000000074008
999018691000230102	20200427	1	999000011000230102	900000000000074008
999018731000230105	20200427	1	999000011000230102	900000000000074008
999018771000230107	20200427	1	999000011000230102	900000000000074008
999018811000230107	20200427	1	999000011000230102	900000000000074008
999018851000230106	20200427	1	999000011000230102	900000000000074008
999018891000230101	20200427	1	999000011000230102	900000000000074008
999018931000230108	20200427	1	999000011000230102	900000000000074008
999018971000230105	20200427	1	999000011000230102	900000000000074008
999019011000230106	20200427	1	999000011000230102	900000000000074008
999019051000230105	20200427	1	999000011000230102	900000000000074008
999019091000230100	20200427	1	999000011000230102	900000000000074008
999019131000230102	20200427	1	999000011000230102	900000000000074008
999019171000230100	20200427	1	999000011000230102	900000000000074008
999019211000230102	20200427	1	999000011000230102	900000000000074008
999019251000230103	20200427	1	999000011000230102	900000000000074008
999019291000230108	20200427	1	999000011000230102	900000000000074008
999019331000230104	20200427	1	999000011000230102	900000000000074008
999019371000230102	20200427	1	999000011000230102	900000000000074008
999019411000230103	20200427	1	999000011000230102	900000000000074008
999019451000230104	20200427	1	999000011000230102	900000000000074008
999019491000230109	20200427	1	999000011000230102	900000000000074008
999019531000230109	20200427	1	999000011000230102	900000000000074008
999019571000230106	20200427	1	999000011000230102	900000000000074008
999019611000230100	20200427	1	999000011000230102	900000000000074008
999019651000230101	20200427	1	999000011000230102	900000000000074008
999019691000230106	20200427	1	999000011000230102	900000000000074008
999019731000230103	20200427	1	999000011000230102	900000000000074008
999019771000230101	20200427	1	999000011000230102	900000000000074008
999019811000230101	20200427	1	999000011000230102	900000000000074008
999019851000230102	20200427	1	999000011000230102	900000000000074008
999019891000230107	20200427	1	999000011000230102	900000000000074008
999019931000230100	20200427	1	999000011000230102	900000000000074008
999019971000230103	20200427	1	999000011000230102	900000000000074008
999020011000230107	20200427	1	999000011000230102	900000000000074008
999020051000230106	20200427	1	999000011000230102	900000000000074008
999020091000230101	20200427	1	999000011000230102	900000000000074008
999020131000230103	20200427	1	999000011000230102	900000000000074008
999020171000230101	20200427	1	999000011000230102	900000000000074008
999020211000230103	20200427	1	999000011000230102	900000000000074008
999020251000230104	20200427	1	999000011000230102	900000000000074008
999020291000230109	20200427	1	999000011000230102	900000000000074008
999020331000230100	20200427	1	999000011000230102	900000000000074008
999020371000230103	20200427	1	999000011000230102	900000000000074008
999020411000230104	20200427	1	999000011000230102	900000000000074008
999020451000230100	20200427	1	999000011000230102	900000000000074008
999020491000230105	20200427	1	999000011000230102	900000000000074008
999020531000230105	20200427	1	999000011000230102	900000000000074008
999020571000230107	20200427	1	999000011000230102	900000000000074008
999020611000230101	20200427	1	999000011000230102	900000000000074008
999020651000230102	20200427	1	999000011000230102	900000000000074008
999020691000230107	20200427	1	999000011000230102	900000000000074008
999020731000230104	20220309	0	999000011000230102	900000000000074008
999020771000230102	20200427	1	999000011000230102	900000000000074008
